PROVNUM,PROVNAME,CITY,STATE,COUNTY_NAME,COUNTY_FIPS,CY_Qtr,WorkDate,MDScensus,Hrs_RNDON,Hrs_RNDON_emp,Hrs_RNDON_ctr,Hrs_RNadmin,Hrs_RNadmin_emp,Hrs_RNadmin_ctr,Hrs_RN,Hrs_RN_emp,Hrs_RN_ctr,Hrs_LPNadmin,Hrs_LPNadmin_emp,Hrs_LPNadmin_ctr,Hrs_LPN,Hrs_LPN_emp,Hrs_LPN_ctr,Hrs_CNA,Hrs_CNA_emp,Hrs_CNA_ctr,Hrs_NAtrn,Hrs_NAtrn_emp,Hrs_NAtrn_ctr,Hrs_MedAide,Hrs_MedAide_emp,Hrs_MedAide_ctr
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200420,40,8.00,8.00,0.00,0.00,0.00,0.00,10.85,10.85,0.00,11.69,11.69,0.00,29.43,29.43,0.00,59.78,59.78,0.00,14.61,14.61,0.00,6.83,6.83,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200421,40,8.00,8.00,0.00,0.00,0.00,0.00,17.22,17.22,0.00,15.20,15.20,0.00,23.79,23.79,0.00,68.09,68.09,0.00,16.08,16.08,0.00,6.99,6.99,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200422,40,8.00,8.00,0.00,0.00,0.00,0.00,26.24,26.24,0.00,8.16,8.16,0.00,22.67,22.67,0.00,75.01,75.01,0.00,21.13,21.13,0.00,8.22,8.22,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200423,40,8.00,8.00,0.00,0.00,0.00,0.00,20.14,20.14,0.00,15.43,15.43,0.00,25.27,25.27,0.00,62.97,62.97,0.00,27.33,27.33,0.00,6.30,6.30,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200424,40,8.00,8.00,0.00,0.00,0.00,0.00,18.26,18.26,0.00,16.07,16.07,0.00,22.38,22.38,0.00,76.75,76.75,0.00,23.36,23.36,0.00,6.32,6.32,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200425,40,0.00,0.00,0.00,0.00,0.00,0.00,15.89,15.89,0.00,4.20,4.20,0.00,12.97,12.97,0.00,65.25,65.25,0.00,20.65,20.65,0.00,7.67,7.67,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200426,40,0.00,0.00,0.00,0.00,0.00,0.00,19.15,19.15,0.00,0.00,0.00,0.00,13.02,13.02,0.00,82.72,82.72,0.00,14.50,14.50,0.00,8.47,8.47,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200427,40,8.00,8.00,0.00,0.00,0.00,0.00,32.43,32.43,0.00,15.73,15.73,0.00,23.18,23.18,0.00,72.58,72.58,0.00,26.31,26.31,0.00,6.25,6.25,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200428,40,8.00,8.00,0.00,0.00,0.00,0.00,19.90,19.90,0.00,9.12,9.12,0.00,32.00,32.00,0.00,65.58,65.58,0.00,13.48,13.48,0.00,1.67,1.67,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200429,40,8.00,8.00,0.00,0.00,0.00,0.00,26.44,26.44,0.00,7.80,7.80,0.00,15.00,15.00,0.00,56.10,56.10,0.00,21.44,21.44,0.00,6.90,6.90,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200430,40,8.00,8.00,0.00,0.00,0.00,0.00,33.21,33.21,0.00,16.71,16.71,0.00,14.70,14.70,0.00,57.48,57.48,0.00,15.87,15.87,0.00,6.61,6.61,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200501,40,0.00,0.00,0.00,0.00,0.00,0.00,22.22,22.22,0.00,8.05,8.05,0.00,13.01,13.01,0.00,59.58,59.58,0.00,21.85,21.85,0.00,7.09,7.09,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200502,40,0.00,0.00,0.00,0.00,0.00,0.00,17.05,17.05,0.00,0.00,0.00,0.00,16.33,16.33,0.00,53.16,53.16,0.00,19.85,19.85,0.00,6.38,6.38,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200503,39,0.00,0.00,0.00,0.00,0.00,0.00,24.81,24.81,0.00,3.50,3.50,0.00,17.34,17.34,0.00,56.65,56.65,0.00,17.81,17.81,0.00,6.65,6.65,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200504,39,8.00,8.00,0.00,0.00,0.00,0.00,17.32,17.32,0.00,13.84,13.84,0.00,29.28,29.28,0.00,43.27,43.27,0.00,27.24,27.24,0.00,7.07,7.07,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200505,39,8.00,8.00,0.00,0.00,0.00,0.00,24.80,24.80,0.00,15.72,15.72,0.00,16.90,16.90,0.00,60.07,60.07,0.00,24.07,24.07,0.00,6.88,6.88,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200506,39,8.00,8.00,0.00,0.00,0.00,0.00,31.32,31.32,0.00,7.85,7.85,0.00,10.86,10.86,0.00,61.56,61.56,0.00,13.67,13.67,0.00,6.07,6.07,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200507,39,8.00,8.00,0.00,0.00,0.00,0.00,17.00,17.00,0.00,14.24,14.24,0.00,25.73,25.73,0.00,63.37,63.37,0.00,21.63,21.63,0.00,6.25,6.25,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200508,39,8.00,8.00,0.00,0.00,0.00,0.00,18.84,18.84,0.00,13.92,13.92,0.00,22.62,22.62,0.00,75.68,75.68,0.00,16.04,16.04,0.00,6.47,6.47,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200509,39,0.00,0.00,0.00,0.00,0.00,0.00,17.54,17.54,0.00,3.33,3.33,0.00,16.26,16.26,0.00,79.19,79.19,0.00,13.60,13.60,0.00,6.60,6.60,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200510,39,0.00,0.00,0.00,0.00,0.00,0.00,19.87,19.87,0.00,5.58,5.58,0.00,12.03,12.03,0.00,67.37,67.37,0.00,13.79,13.79,0.00,6.42,6.42,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200511,39,8.00,8.00,0.00,0.00,0.00,0.00,22.98,22.98,0.00,15.73,15.73,0.00,25.96,25.96,0.00,86.17,86.17,0.00,9.61,9.61,0.00,6.35,6.35,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200512,39,8.00,8.00,0.00,0.00,0.00,0.00,18.16,18.16,0.00,14.65,14.65,0.00,30.82,30.82,0.00,78.50,78.50,0.00,14.43,14.43,0.00,6.45,6.45,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200513,39,8.00,8.00,0.00,0.00,0.00,0.00,19.84,19.84,0.00,7.85,7.85,0.00,22.54,22.54,0.00,81.88,81.88,0.00,7.02,7.02,0.00,6.47,6.47,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200514,38,8.00,8.00,0.00,0.00,0.00,0.00,24.35,24.35,0.00,12.17,12.17,0.00,16.63,16.63,0.00,88.15,88.15,0.00,23.04,23.04,0.00,7.00,7.00,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200515,38,8.00,8.00,0.00,0.00,0.00,0.00,23.06,23.06,0.00,8.05,8.05,0.00,10.22,10.22,0.00,54.83,54.83,0.00,35.32,35.32,0.00,6.55,6.55,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200516,38,0.00,0.00,0.00,0.00,0.00,0.00,16.98,16.98,0.00,0.00,0.00,0.00,17.89,17.89,0.00,66.72,66.72,0.00,6.50,6.50,0.00,6.40,6.40,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200517,38,0.00,0.00,0.00,0.00,0.00,0.00,16.90,16.90,0.00,3.02,3.02,0.00,18.65,18.65,0.00,63.41,63.41,0.00,8.02,8.02,0.00,6.46,6.46,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200518,38,8.00,8.00,0.00,0.00,0.00,0.00,18.01,18.01,0.00,17.24,17.24,0.00,29.03,29.03,0.00,81.24,81.24,0.00,21.87,21.87,0.00,6.90,6.90,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200519,38,8.00,8.00,0.00,0.00,0.00,0.00,24.82,24.82,0.00,16.81,16.81,0.00,14.79,14.79,0.00,68.73,68.73,0.00,22.71,22.71,0.00,6.67,6.67,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200520,38,8.00,8.00,0.00,0.00,0.00,0.00,23.18,23.18,0.00,8.40,8.40,0.00,19.92,19.92,0.00,81.23,81.23,0.00,20.16,20.16,0.00,6.57,6.57,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200521,38,8.00,8.00,0.00,0.00,0.00,0.00,17.79,17.79,0.00,11.19,11.19,0.00,22.90,22.90,0.00,79.43,79.43,0.00,10.87,10.87,0.00,6.02,6.02,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200522,37,8.00,8.00,0.00,0.00,0.00,0.00,27.07,27.07,0.00,6.28,6.28,0.00,22.77,22.77,0.00,81.14,81.14,0.00,0.00,0.00,0.00,6.62,6.62,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200523,37,0.00,0.00,0.00,0.00,0.00,0.00,23.71,23.71,0.00,0.00,0.00,0.00,11.50,11.50,0.00,60.87,60.87,0.00,29.68,29.68,0.00,10.61,10.61,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200524,38,0.00,0.00,0.00,0.00,0.00,0.00,27.49,27.49,0.00,0.00,0.00,0.00,6.12,6.12,0.00,71.20,71.20,0.00,12.43,12.43,0.00,10.71,10.71,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200525,38,0.00,0.00,0.00,0.00,0.00,0.00,24.39,24.39,0.00,0.00,0.00,0.00,9.69,9.69,0.00,70.99,70.99,0.00,17.45,17.45,0.00,6.83,6.83,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200526,38,0.00,0.00,0.00,0.00,0.00,0.00,16.75,16.75,0.00,12.71,12.71,0.00,24.02,24.02,0.00,61.45,61.45,0.00,12.22,12.22,0.00,6.76,6.76,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200527,38,0.00,0.00,0.00,0.00,0.00,0.00,17.17,17.17,0.00,8.33,8.33,0.00,23.42,23.42,0.00,96.49,96.49,0.00,5.67,5.67,0.00,6.84,6.84,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200528,38,8.00,8.00,0.00,0.00,0.00,0.00,23.76,23.76,0.00,15.85,15.85,0.00,16.00,16.00,0.00,93.13,93.13,0.00,5.60,5.60,0.00,7.00,7.00,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200529,37,8.00,8.00,0.00,0.00,0.00,0.00,16.19,16.19,0.00,10.01,10.01,0.00,18.21,18.21,0.00,53.98,53.98,0.00,37.79,37.79,0.00,10.93,10.93,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200530,37,0.00,0.00,0.00,0.00,0.00,0.00,17.75,17.75,0.00,0.00,0.00,0.00,16.20,16.20,0.00,72.17,72.17,0.00,0.00,0.00,0.00,6.45,6.45,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200531,37,0.00,0.00,0.00,0.00,0.00,0.00,16.32,16.32,0.00,0.00,0.00,0.00,16.84,16.84,0.00,58.12,58.12,0.00,18.09,18.09,0.00,6.70,6.70,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200601,37,8.00,8.00,0.00,0.00,0.00,0.00,14.34,14.34,0.00,15.43,15.43,0.00,28.49,28.49,0.00,75.17,75.17,0.00,19.30,19.30,0.00,6.85,6.85,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200602,37,8.00,8.00,0.00,0.00,0.00,0.00,25.12,25.12,0.00,8.55,8.55,0.00,14.80,14.80,0.00,92.94,92.94,0.00,21.77,21.77,0.00,7.10,7.10,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200603,38,8.00,8.00,0.00,0.00,0.00,0.00,26.29,26.29,0.00,0.00,0.00,0.00,8.03,8.03,0.00,77.53,77.53,0.00,13.03,13.03,0.00,6.42,6.42,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200604,38,0.00,0.00,0.00,0.00,0.00,0.00,18.50,18.50,0.00,7.35,7.35,0.00,16.14,16.14,0.00,80.56,80.56,0.00,25.14,25.14,0.00,6.50,6.50,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200605,38,0.00,0.00,0.00,0.00,0.00,0.00,27.20,27.20,0.00,15.53,15.53,0.00,13.76,13.76,0.00,74.62,74.62,0.00,10.20,10.20,0.00,6.65,6.65,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200606,37,0.00,0.00,0.00,0.00,0.00,0.00,19.63,19.63,0.00,4.32,4.32,0.00,10.20,10.20,0.00,52.85,52.85,0.00,42.01,42.01,0.00,6.80,6.80,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200607,37,0.00,0.00,0.00,0.00,0.00,0.00,19.79,19.79,0.00,0.00,0.00,0.00,13.64,13.64,0.00,69.12,69.12,0.00,13.91,13.91,0.00,6.62,6.62,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200608,37,0.00,0.00,0.00,0.00,0.00,0.00,31.43,31.43,0.00,15.52,15.52,0.00,17.96,17.96,0.00,77.18,77.18,0.00,7.80,7.80,0.00,6.58,6.58,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200609,36,8.00,8.00,0.00,0.00,0.00,0.00,18.81,18.81,0.00,16.35,16.35,0.00,23.03,23.03,0.00,74.61,74.61,0.00,31.52,31.52,0.00,6.27,6.27,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200610,36,8.00,8.00,0.00,0.00,0.00,0.00,17.13,17.13,0.00,8.27,8.27,0.00,23.48,23.48,0.00,81.67,81.67,0.00,16.38,16.38,0.00,6.72,6.72,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200611,36,8.00,8.00,0.00,0.00,0.00,0.00,24.99,24.99,0.00,16.35,16.35,0.00,16.95,16.95,0.00,81.58,81.58,0.00,19.40,19.40,0.00,6.82,6.82,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200612,36,0.00,0.00,0.00,0.00,0.00,0.00,14.82,14.82,0.00,11.23,11.23,0.00,21.64,21.64,0.00,62.78,62.78,0.00,21.47,21.47,0.00,7.00,7.00,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200613,36,0.00,0.00,0.00,0.00,0.00,0.00,16.42,16.42,0.00,0.00,0.00,0.00,16.02,16.02,0.00,70.44,70.44,0.00,15.54,15.54,0.00,6.38,6.38,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200614,36,0.00,0.00,0.00,0.00,0.00,0.00,16.06,16.06,0.00,0.00,0.00,0.00,15.90,15.90,0.00,60.13,60.13,0.00,19.64,19.64,0.00,6.35,6.35,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200615,37,8.00,8.00,0.00,0.00,0.00,0.00,17.62,17.62,0.00,15.38,15.38,0.00,31.25,31.25,0.00,90.10,90.10,0.00,19.93,19.93,0.00,6.80,6.80,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200616,37,8.00,8.00,0.00,0.00,0.00,0.00,18.12,18.12,0.00,11.33,11.33,0.00,23.31,23.31,0.00,82.87,82.87,0.00,27.75,27.75,0.00,6.69,6.69,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200617,38,8.00,8.00,0.00,0.00,0.00,0.00,23.88,23.88,0.00,10.95,10.95,0.00,11.68,11.68,0.00,80.71,80.71,0.00,1.00,1.00,0.00,6.50,6.50,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200618,38,8.00,8.00,0.00,0.00,0.00,0.00,19.46,19.46,0.00,15.13,15.13,0.00,33.95,33.95,0.00,77.06,77.06,0.00,23.94,23.94,0.00,4.05,4.05,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200619,38,8.00,8.00,0.00,0.00,0.00,0.00,28.93,28.93,0.00,15.77,15.77,0.00,23.38,23.38,0.00,107.92,107.92,0.00,8.10,8.10,0.00,5.86,5.86,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200620,38,0.00,0.00,0.00,0.00,0.00,0.00,17.33,17.33,0.00,4.33,4.33,0.00,21.18,21.18,0.00,68.74,68.74,0.00,16.38,16.38,0.00,6.83,6.83,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200621,38,0.00,0.00,0.00,0.00,0.00,0.00,12.30,12.30,0.00,7.97,7.97,0.00,12.73,12.73,0.00,73.27,73.27,0.00,13.71,13.71,0.00,7.75,7.75,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200622,38,8.00,8.00,0.00,0.00,0.00,0.00,24.41,24.41,0.00,8.52,8.52,0.00,24.58,24.58,0.00,82.78,82.78,0.00,14.27,14.27,0.00,6.38,6.38,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200623,38,8.00,8.00,0.00,0.00,0.00,0.00,23.08,23.08,0.00,12.70,12.70,0.00,28.17,28.17,0.00,72.13,72.13,0.00,14.18,14.18,0.00,6.72,6.72,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200624,38,8.00,8.00,0.00,0.00,0.00,0.00,35.02,35.02,0.00,0.50,0.50,0.00,19.77,19.77,0.00,83.85,83.85,0.00,19.72,19.72,0.00,6.74,6.74,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200625,39,8.00,8.00,0.00,0.00,0.00,0.00,29.47,29.47,0.00,7.60,7.60,0.00,22.89,22.89,0.00,101.61,101.61,0.00,5.78,5.78,0.00,6.70,6.70,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200626,39,8.00,8.00,0.00,0.00,0.00,0.00,15.15,15.15,0.00,9.27,9.27,0.00,18.19,18.19,0.00,68.72,68.72,0.00,21.77,21.77,0.00,6.67,6.67,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200627,39,0.00,0.00,0.00,0.00,0.00,0.00,18.29,18.29,0.00,0.00,0.00,0.00,16.59,16.59,0.00,73.01,73.01,0.00,8.00,8.00,0.00,6.22,6.22,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200628,39,0.00,0.00,0.00,0.00,0.00,0.00,16.95,16.95,0.00,0.00,0.00,0.00,16.20,16.20,0.00,84.81,84.81,0.00,7.65,7.65,0.00,6.48,6.48,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200629,39,8.00,8.00,0.00,0.00,0.00,0.00,24.07,24.07,0.00,5.57,5.57,0.00,30.33,30.33,0.00,93.71,93.71,0.00,12.61,12.61,0.00,6.63,6.63,0.00
155746,PARKVIEW HAVEN,FRANCESVILLE,IN,Pulaski,131,2020Q2,20200630,38,8.00,8.00,0.00,0.00,0.00,0.00,15.91,15.91,0.00,4.17,4.17,0.00,35.56,35.56,0.00,91.26,91.26,0.00,14.02,14.02,0.00,6.57,6.57,0.00
